 >TARPBXN : slab+disk; XS2,XS3,YS,ZS= 10.0000  0.0000 16.0000 16.0000
      3200 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
   0.50000   0.50000   0.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
    846 -10   4   5 2 2 2
    847 -10   4   6 2 2 2
    848 -10   4   7 2 2 2
    849 -10   5  -8 2 2 2
    850 -10   5  -7 2 2 2
    851 -10   5  -6 2 2 2
    852 -10   5  -5 2 2 2
    853 -10   5  -4 2 2 2
    854 -10   5  -3 2 2 2
    855 -10   5  -2 2 2 2
    856 -10   5  -1 2 2 2
    857 -10   5   0 2 2 2
    858 -10   5   1 2 2 2
    859 -10   5   2 2 2 2
    860 -10   5   3 2 2 2
    861 -10   5   4 2 2 2
    862 -10   5   5 2 2 2
    863 -10   5   6 2 2 2
    864 -10   5   7 2 2 2
    865 -10   6  -8 2 2 2
    866 -10   6  -7 2 2 2
    867 -10   6  -6 2 2 2
    868 -10   6  -5 2 2 2
    869 -10   6  -4 2 2 2
    870 -10   6  -3 2 2 2
    871 -10   6  -2 2 2 2
    872 -10   6  -1 2 2 2
    873 -10   6   0 2 2 2
    874 -10   6   1 2 2 2
    875 -10   6   2 2 2 2
    876 -10   6   3 2 2 2
    877 -10   6   4 2 2 2
    878 -10   6   5 2 2 2
    879 -10   6   6 2 2 2
    880 -10   6   7 2 2 2
    881 -10   7  -8 2 2 2
    882 -10   7  -7 2 2 2
    883 -10   7  -6 2 2 2
    884 -10   7  -5 2 2 2
    885 -10   7  -4 2 2 2
    886 -10   7  -3 2 2 2
    887 -10   7  -2 2 2 2
    888 -10   7  -1 2 2 2
    889 -10   7   0 2 2 2
    890 -10   7   1 2 2 2
    891 -10   7   2 2 2 2
    892 -10   7   3 2 2 2
    893 -10   7   4 2 2 2
    894 -10   7   5 2 2 2
    895 -10   7   6 2 2 2
    896 -10   7   7 2 2 2
    897  -9  -8  -8 2 2 2
    898  -9  -8  -7 2 2 2
    899  -9  -8  -6 2 2 2
    900  -9  -8  -5 2 2 2
    901  -9  -8  -4 2 2 2
    902  -9  -8  -3 2 2 2
    903  -9  -8  -2 2 2 2
    904  -9  -8  -1 2 2 2
    905  -9  -8   0 2 2 2
    906  -9  -8   1 2 2 2
    907  -9  -8   2 2 2 2
    908  -9  -8   3 2 2 2
    909  -9  -8   4 2 2 2
    910  -9  -8   5 2 2 2
    911  -9  -8   6 2 2 2
    912  -9  -8   7 2 2 2
    913  -9  -7  -8 2 2 2
    914  -9  -7  -7 2 2 2
    915  -9  -7  -6 2 2 2
    916  -9  -7  -5 2 2 2
    917  -9  -7  -4 2 2 2
    918  -9  -7  -3 2 2 2
    919  -9  -7  -2 2 2 2
    920  -9  -7  -1 2 2 2
    921  -9  -7   0 2 2 2
    922  -9  -7   1 2 2 2
    923  -9  -7   2 2 2 2
    924  -9  -7   3 2 2 2
    925  -9  -7   4 2 2 2
    926  -9  -7   5 2 2 2
    927  -9  -7   6 2 2 2
    928  -9  -7   7 2 2 2
    929  -9  -6  -8 2 2 2
    930  -9  -6  -7 2 2 2
    931  -9  -6  -6 2 2 2
    932  -9  -6  -5 2 2 2
    933  -9  -6  -4 2 2 2
    934  -9  -6  -3 2 2 2
    935  -9  -6  -2 2 2 2
    936  -9  -6  -1 2 2 2
    937  -9  -6   0 2 2 2
    938  -9  -6   1 2 2 2
    939  -9  -6   2 2 2 2
    940  -9  -6   3 2 2 2
    941  -9  -6   4 2 2 2
    942  -9  -6   5 2 2 2
    943  -9  -6   6 2 2 2
    944  -9  -6   7 2 2 2
    945  -9  -5  -8 2 2 2
    946  -9  -5  -7 2 2 2
    947  -9  -5  -6 2 2 2
    948  -9  -5  -5 2 2 2
    949  -9  -5  -4 2 2 2
    950  -9  -5  -3 2 2 2
    951  -9  -5  -2 2 2 2
    952  -9  -5  -1 2 2 2
    953  -9  -5   0 2 2 2
    954  -9  -5   1 2 2 2
    955  -9  -5   2 2 2 2
    956  -9  -5   3 2 2 2
    957  -9  -5   4 2 2 2
    958  -9  -5   5 2 2 2
    959  -9  -5   6 2 2 2
    960  -9  -5   7 2 2 2
    961  -9  -4  -8 2 2 2
    962  -9  -4  -7 2 2 2
    963  -9  -4  -6 2 2 2
    964  -9  -4  -5 2 2 2
    965  -9  -4  -4 2 2 2
    966  -9  -4  -3 2 2 2
    967  -9  -4  -2 2 2 2
    968  -9  -4  -1 2 2 2
    969  -9  -4   0 2 2 2
    970  -9  -4   1 2 2 2
    971  -9  -4   2 2 2 2
    972  -9  -4   3 2 2 2
    973  -9  -4   4 2 2 2
    974  -9  -4   5 2 2 2
    975  -9  -4   6 2 2 2
    976  -9  -4   7 2 2 2
    977  -9  -3  -8 2 2 2
    978  -9  -3  -7 2 2 2
    979  -9  -3  -6 2 2 2
    980  -9  -3  -5 2 2 2
    981  -9  -3  -4 2 2 2
    982  -9  -3  -3 2 2 2
    983  -9  -3  -2 2 2 2
    984  -9  -3  -1 2 2 2
    985  -9  -3   0 2 2 2
    986  -9  -3   1 2 2 2
    987  -9  -3   2 2 2 2
    988  -9  -3   3 2 2 2
    989  -9  -3   4 2 2 2
    990  -9  -3   5 2 2 2
    991  -9  -3   6 2 2 2
    992  -9  -3   7 2 2 2
    993  -9  -2  -8 2 2 2
    994  -9  -2  -7 2 2 2
    995  -9  -2  -6 2 2 2
    996  -9  -2  -5 2 2 2
    997  -9  -2  -4 2 2 2
    998  -9  -2  -3 2 2 2
    999  -9  -2  -2 2 2 2
   1000  -9  -2  -1 2 2 2
   1001  -9  -2   0 2 2 2
   1002  -9  -2   1 2 2 2
   1003  -9  -2   2 2 2 2
   1004  -9  -2   3 2 2 2
   1005  -9  -2   4 2 2 2
   1006  -9  -2   5 2 2 2
   1007  -9  -2   6 2 2 2
   1008  -9  -2   7 2 2 2
   1009  -9  -1  -8 2 2 2
   1010  -9  -1  -7 2 2 2
   1011  -9  -1  -6 2 2 2
   1012  -9  -1  -5 2 2 2
   1013  -9  -1  -4 2 2 2
   1014  -9  -1  -3 2 2 2
   1015  -9  -1  -2 2 2 2
   1016  -9  -1  -1 2 2 2
   1017  -9  -1   0 2 2 2
   1018  -9  -1   1 2 2 2
   1019  -9  -1   2 2 2 2
   1020  -9  -1   3 2 2 2
   1021  -9  -1   4 2 2 2
   1022  -9  -1   5 2 2 2
   1023  -9  -1   6 2 2 2
   1024  -9  -1   7 2 2 2
   1025  -9   0  -8 2 2 2
   1026  -9   0  -7 2 2 2
   1027  -9   0  -6 2 2 2
   1028  -9   0  -5 2 2 2
   1029  -9   0  -4 2 2 2
   1030  -9   0  -3 2 2 2
   1031  -9   0  -2 2 2 2
   1032  -9   0  -1 2 2 2
   1033  -9   0   0 2 2 2
   1034  -9   0   1 2 2 2
   1035  -9   0   2 2 2 2
   1036  -9   0   3 2 2 2
   1037  -9   0   4 2 2 2
   1038  -9   0   5 2 2 2
   1039  -9   0   6 2 2 2
   1040  -9   0   7 2 2 2
   1041  -9   1  -8 2 2 2
   1042  -9   1  -7 2 2 2
   1043  -9   1  -6 2 2 2
   1044  -9   1  -5 2 2 2
   1045  -9   1  -4 2 2 2
   1046  -9   1  -3 2 2 2
   1047  -9   1  -2 2 2 2
   1048  -9   1  -1 2 2 2
   1049  -9   1   0 2 2 2
   1050  -9   1   1 2 2 2
   1051  -9   1   2 2 2 2
   1052  -9   1   3 2 2 2
   1053  -9   1   4 2 2 2
   1054  -9   1   5 2 2 2
   1055  -9   1   6 2 2 2
   1056  -9   1   7 2 2 2
   1057  -9   2  -8 2 2 2
   1058  -9   2  -7 2 2 2
   1059  -9   2  -6 2 2 2
   1060  -9   2  -5 2 2 2
   1061  -9   2  -4 2 2 2
   1062  -9   2  -3 2 2 2
   1063  -9   2  -2 2 2 2
   1064  -9   2  -1 2 2 2
   1065  -9   2   0 2 2 2
   1066  -9   2   1 2 2 2
   1067  -9   2   2 2 2 2
   1068  -9   2   3 2 2 2
   1069  -9   2   4 2 2 2
   1070  -9   2   5 2 2 2
   1071  -9   2   6 2 2 2
   1072  -9   2   7 2 2 2
   1073  -9   3  -8 2 2 2
   1074  -9   3  -7 2 2 2
   1075  -9   3  -6 2 2 2
   1076  -9   3  -5 2 2 2
   1077  -9   3  -4 2 2 2
   1078  -9   3  -3 2 2 2
   1079  -9   3  -2 2 2 2
   1080  -9   3  -1 2 2 2
   1081  -9   3   0 2 2 2
   1082  -9   3   1 2 2 2
   1083  -9   3   2 2 2 2
   1084  -9   3   3 2 2 2
   1085  -9   3   4 2 2 2
   1086  -9   3   5 2 2 2
   1087  -9   3   6 2 2 2
   1088  -9   3   7 2 2 2
   1089  -9   4  -8 2 2 2
   1090  -9   4  -7 2 2 2
   1091  -9   4  -6 2 2 2
   1092  -9   4  -5 2 2 2
   1093  -9   4  -4 2 2 2
   1094  -9   4  -3 2 2 2
   1095  -9   4  -2 2 2 2
   1096  -9   4  -1 2 2 2
   1097  -9   4   0 2 2 2
   1098  -9   4   1 2 2 2
   1099  -9   4   2 2 2 2
   1100  -9   4   3 2 2 2
   1101  -9   4   4 2 2 2
   1102  -9   4   5 2 2 2
   1103  -9   4   6 2 2 2
   1104  -9   4   7 2 2 2
   1105  -9   5  -8 2 2 2
   1106  -9   5  -7 2 2 2
   1107  -9   5  -6 2 2 2
   1108  -9   5  -5 2 2 2
   1109  -9   5  -4 2 2 2
   1110  -9   5  -3 2 2 2
   1111  -9   5  -2 2 2 2
   1112  -9   5  -1 2 2 2
   1113  -9   5   0 2 2 2
   1114  -9   5   1 2 2 2
   1115  -9   5   2 2 2 2
   1116  -9   5   3 2 2 2
   1117  -9   5   4 2 2 2
   1118  -9   5   5 2 2 2
   1119  -9   5   6 2 2 2
   1120  -9   5   7 2 2 2
   1121  -9   6  -8 2 2 2
   1122  -9   6  -7 2 2 2
   1123  -9   6  -6 2 2 2
   1124  -9   6  -5 2 2 2
   1125  -9   6  -4 2 2 2
   1126  -9   6  -3 2 2 2
   1127  -9   6  -2 2 2 2
   1128  -9   6  -1 2 2 2
   1129  -9   6   0 2 2 2
   1130  -9   6   1 2 2 2
   1131  -9   6   2 2 2 2
   1132  -9   6   3 2 2 2
   1133  -9   6   4 2 2 2
   1134  -9   6   5 2 2 2
   1135  -9   6   6 2 2 2
   1136  -9   6   7 2 2 2
   1137  -9   7  -8 2 2 2
   1138  -9   7  -7 2 2 2
   1139  -9   7  -6 2 2 2
   1140  -9   7  -5 2 2 2
   1141  -9   7  -4 2 2 2
   1142  -9   7  -3 2 2 2
   1143  -9   7  -2 2 2 2
   1144  -9   7  -1 2 2 2
   1145  -9   7   0 2 2 2
   1146  -9   7   1 2 2 2
   1147  -9   7   2 2 2 2
   1148  -9   7   3 2 2 2
   1149  -9   7   4 2 2 2
   1150  -9   7   5 2 2 2
   1151  -9   7   6 2 2 2
   1152  -9   7   7 2 2 2
   1153  -8  -8  -8 2 2 2
   1154  -8  -8  -7 2 2 2
   1155  -8  -8  -6 2 2 2
   1156  -8  -8  -5 2 2 2
   1157  -8  -8  -4 2 2 2
   1158  -8  -8  -3 2 2 2
   1159  -8  -8  -2 2 2 2
   1160  -8  -8  -1 2 2 2
   1161  -8  -8   0 2 2 2
   1162  -8  -8   1 2 2 2
   1163  -8  -8   2 2 2 2
   1164  -8  -8   3 2 2 2
   1165  -8  -8   4 2 2 2
   1166  -8  -8   5 2 2 2
   1167  -8  -8   6 2 2 2
   1168  -8  -8   7 2 2 2
   1169  -8  -7  -8 2 2 2
   1170  -8  -7  -7 2 2 2
   1171  -8  -7  -6 2 2 2
   1172  -8  -7  -5 2 2 2
   1173  -8  -7  -4 2 2 2
   1174  -8  -7  -3 2 2 2
   1175  -8  -7  -2 2 2 2
   1176  -8  -7  -1 2 2 2
   1177  -8  -7   0 2 2 2
   1178  -8  -7   1 2 2 2
   1179  -8  -7   2 2 2 2
   1180  -8  -7   3 2 2 2
   1181  -8  -7   4 2 2 2
   1182  -8  -7   5 2 2 2
   1183  -8  -7   6 2 2 2
   1184  -8  -7   7 2 2 2
   1185  -8  -6  -8 2 2 2
   1186  -8  -6  -7 2 2 2
   1187  -8  -6  -6 2 2 2
   1188  -8  -6  -5 2 2 2
   1189  -8  -6  -4 2 2 2
   1190  -8  -6  -3 2 2 2
   1191  -8  -6  -2 2 2 2
   1192  -8  -6  -1 2 2 2
   1193  -8  -6   0 2 2 2
   1194  -8  -6   1 2 2 2
   1195  -8  -6   2 2 2 2
   1196  -8  -6   3 2 2 2
   1197  -8  -6   4 2 2 2
   1198  -8  -6   5 2 2 2
   1199  -8  -6   6 2 2 2
   1200  -8  -6   7 2 2 2
   1201  -8  -5  -8 2 2 2
   1202  -8  -5  -7 2 2 2
   1203  -8  -5  -6 2 2 2
   1204  -8  -5  -5 2 2 2
   1205  -8  -5  -4 2 2 2
   1206  -8  -5  -3 2 2 2
   1207  -8  -5  -2 2 2 2
   1208  -8  -5  -1 2 2 2
   1209  -8  -5   0 2 2 2
   1210  -8  -5   1 2 2 2
   1211  -8  -5   2 2 2 2
   1212  -8  -5   3 2 2 2
   1213  -8  -5   4 2 2 2
   1214  -8  -5   5 2 2 2
   1215  -8  -5   6 2 2 2
   1216  -8  -5   7 2 2 2
   1217  -8  -4  -8 2 2 2
   1218  -8  -4  -7 2 2 2
   1219  -8  -4  -6 2 2 2
   1220  -8  -4  -5 2 2 2
   1221  -8  -4  -4 2 2 2
   1222  -8  -4  -3 2 2 2
   1223  -8  -4  -2 2 2 2
   1224  -8  -4  -1 2 2 2
   1225  -8  -4   0 2 2 2
   1226  -8  -4   1 2 2 2
   1227  -8  -4   2 2 2 2
   1228  -8  -4   3 2 2 2
   1229  -8  -4   4 2 2 2
   1230  -8  -4   5 2 2 2
   1231  -8  -4   6 2 2 2
   1232  -8  -4   7 2 2 2
   1233  -8  -3  -8 2 2 2
   1234  -8  -3  -7 2 2 2
   1235  -8  -3  -6 2 2 2
   1236  -8  -3  -5 2 2 2
   1237  -8  -3  -4 2 2 2
   1238  -8  -3  -3 2 2 2
   1239  -8  -3  -2 2 2 2
   1240  -8  -3  -1 2 2 2
   1241  -8  -3   0 2 2 2
   1242  -8  -3   1 2 2 2
   1243  -8  -3   2 2 2 2
   1244  -8  -3   3 2 2 2
   1245  -8  -3   4 2 2 2
   1246  -8  -3   5 2 2 2
   1247  -8  -3   6 2 2 2
   1248  -8  -3   7 2 2 2
   1249  -8  -2  -8 2 2 2
   1250  -8  -2  -7 2 2 2
   1251  -8  -2  -6 2 2 2
   1252  -8  -2  -5 2 2 2
   1253  -8  -2  -4 2 2 2
   1254  -8  -2  -3 2 2 2
   1255  -8  -2  -2 2 2 2
   1256  -8  -2  -1 2 2 2
   1257  -8  -2   0 2 2 2
   1258  -8  -2   1 2 2 2
   1259  -8  -2   2 2 2 2
   1260  -8  -2   3 2 2 2
   1261  -8  -2   4 2 2 2
   1262  -8  -2   5 2 2 2
   1263  -8  -2   6 2 2 2
   1264  -8  -2   7 2 2 2
   1265  -8  -1  -8 2 2 2
   1266  -8  -1  -7 2 2 2
   1267  -8  -1  -6 2 2 2
   1268  -8  -1  -5 2 2 2
   1269  -8  -1  -4 2 2 2
   1270  -8  -1  -3 2 2 2
   1271  -8  -1  -2 2 2 2
   1272  -8  -1  -1 2 2 2
   1273  -8  -1   0 2 2 2
   1274  -8  -1   1 2 2 2
   1275  -8  -1   2 2 2 2
   1276  -8  -1   3 2 2 2
   1277  -8  -1   4 2 2 2
   1278  -8  -1   5 2 2 2
   1279  -8  -1   6 2 2 2
   1280  -8  -1   7 2 2 2
   1281  -8   0  -8 2 2 2
   1282  -8   0  -7 2 2 2
   1283  -8   0  -6 2 2 2
   1284  -8   0  -5 2 2 2
   1285  -8   0  -4 2 2 2
   1286  -8   0  -3 2 2 2
   1287  -8   0  -2 2 2 2
   1288  -8   0  -1 2 2 2
   1289  -8   0   0 2 2 2
   1290  -8   0   1 2 2 2
   1291  -8   0   2 2 2 2
   1292  -8   0   3 2 2 2
   1293  -8   0   4 2 2 2
   1294  -8   0   5 2 2 2
   1295  -8   0   6 2 2 2
   1296  -8   0   7 2 2 2
   1297  -8   1  -8 2 2 2
   1298  -8   1  -7 2 2 2
   1299  -8   1  -6 2 2 2
   1300  -8   1  -5 2 2 2
   1301  -8   1  -4 2 2 2
   1302  -8   1  -3 2 2 2
   1303  -8   1  -2 2 2 2
   1304  -8   1  -1 2 2 2
   1305  -8   1   0 2 2 2
   1306  -8   1   1 2 2 2
   1307  -8   1   2 2 2 2
   1308  -8   1   3 2 2 2
   1309  -8   1   4 2 2 2
   1310  -8   1   5 2 2 2
   1311  -8   1   6 2 2 2
   1312  -8   1   7 2 2 2
   1313  -8   2  -8 2 2 2
   1314  -8   2  -7 2 2 2
   1315  -8   2  -6 2 2 2
   1316  -8   2  -5 2 2 2
   1317  -8   2  -4 2 2 2
   1318  -8   2  -3 2 2 2
   1319  -8   2  -2 2 2 2
   1320  -8   2  -1 2 2 2
   1321  -8   2   0 2 2 2
   1322  -8   2   1 2 2 2
   1323  -8   2   2 2 2 2
   1324  -8   2   3 2 2 2
   1325  -8   2   4 2 2 2
   1326  -8   2   5 2 2 2
   1327  -8   2   6 2 2 2
   1328  -8   2   7 2 2 2
   1329  -8   3  -8 2 2 2
   1330  -8   3  -7 2 2 2
   1331  -8   3  -6 2 2 2
   1332  -8   3  -5 2 2 2
   1333  -8   3  -4 2 2 2
   1334  -8   3  -3 2 2 2
   1335  -8   3  -2 2 2 2
   1336  -8   3  -1 2 2 2
   1337  -8   3   0 2 2 2
   1338  -8   3   1 2 2 2
   1339  -8   3   2 2 2 2
   1340  -8   3   3 2 2 2
   1341  -8   3   4 2 2 2
   1342  -8   3   5 2 2 2
   1343  -8   3   6 2 2 2
   1344  -8   3   7 2 2 2
   1345  -8   4  -8 2 2 2
   1346  -8   4  -7 2 2 2
   1347  -8   4  -6 2 2 2
   1348  -8   4  -5 2 2 2
   1349  -8   4  -4 2 2 2
   1350  -8   4  -3 2 2 2
   1351  -8   4  -2 2 2 2
   1352  -8   4  -1 2 2 2
   1353  -8   4   0 2 2 2
   1354  -8   4   1 2 2 2
   1355  -8   4   2 2 2 2
   1356  -8   4   3 2 2 2
   1357  -8   4   4 2 2 2
   1358  -8   4   5 2 2 2
   1359  -8   4   6 2 2 2
   1360  -8   4   7 2 2 2
   1361  -8   5  -8 2 2 2
   1362  -8   5  -7 2 2 2
   1363  -8   5  -6 2 2 2
   1364  -8   5  -5 2 2 2
   1365  -8   5  -4 2 2 2
   1366  -8   5  -3 2 2 2
   1367  -8   5  -2 2 2 2
   1368  -8   5  -1 2 2 2
   1369  -8   5   0 2 2 2
   1370  -8   5   1 2 2 2
   1371  -8   5   2 2 2 2
   1372  -8   5   3 2 2 2
   1373  -8   5   4 2 2 2
   1374  -8   5   5 2 2 2
   1375  -8   5   6 2 2 2
   1376  -8   5   7 2 2 2
   1377  -8   6  -8 2 2 2
   1378  -8   6  -7 2 2 2
   1379  -8   6  -6 2 2 2
   1380  -8   6  -5 2 2 2
   1381  -8   6  -4 2 2 2
   1382  -8   6  -3 2 2 2
   1383  -8   6  -2 2 2 2
   1384  -8   6  -1 2 2 2
   1385  -8   6   0 2 2 2
   1386  -8   6   1 2 2 2
   1387  -8   6   2 2 2 2
   1388  -8   6   3 2 2 2
   1389  -8   6   4 2 2 2
   1390  -8   6   5 2 2 2
   1391  -8   6   6 2 2 2
   1392  -8   6   7 2 2 2
   1393  -8   7  -8 2 2 2
   1394  -8   7  -7 2 2 2
   1395  -8   7  -6 2 2 2
   1396  -8   7  -5 2 2 2
   1397  -8   7  -4 2 2 2
   1398  -8   7  -3 2 2 2
   1399  -8   7  -2 2 2 2
   1400  -8   7  -1 2 2 2
   1401  -8   7   0 2 2 2
   1402  -8   7   1 2 2 2
   1403  -8   7   2 2 2 2
   1404  -8   7   3 2 2 2
   1405  -8   7   4 2 2 2
   1406  -8   7   5 2 2 2
   1407  -8   7   6 2 2 2
   1408  -8   7   7 2 2 2
   1409  -7  -8  -8 2 2 2
   1410  -7  -8  -7 2 2 2
   1411  -7  -8  -6 2 2 2
   1412  -7  -8  -5 2 2 2
   1413  -7  -8  -4 2 2 2
   1414  -7  -8  -3 2 2 2
   1415  -7  -8  -2 2 2 2
   1416  -7  -8  -1 2 2 2
   1417  -7  -8   0 2 2 2
   1418  -7  -8   1 2 2 2
   1419  -7  -8   2 2 2 2
   1420  -7  -8   3 2 2 2
   1421  -7  -8   4 2 2 2
   1422  -7  -8   5 2 2 2
   1423  -7  -8   6 2 2 2
   1424  -7  -8   7 2 2 2
   1425  -7  -7  -8 2 2 2
   1426  -7  -7  -7 2 2 2
   1427  -7  -7  -6 2 2 2
   1428  -7  -7  -5 2 2 2
   1429  -7  -7  -4 2 2 2
   1430  -7  -7  -3 2 2 2
   1431  -7  -7  -2 2 2 2
   1432  -7  -7  -1 2 2 2
   1433  -7  -7   0 2 2 2
   1434  -7  -7   1 2 2 2
   1435  -7  -7   2 2 2 2
   1436  -7  -7   3 2 2 2
   1437  -7  -7   4 2 2 2
   1438  -7  -7   5 2 2 2
   1439  -7  -7   6 2 2 2
   1440  -7  -7   7 2 2 2
   1441  -7  -6  -8 2 2 2
   1442  -7  -6  -7 2 2 2
   1443  -7  -6  -6 2 2 2
   1444  -7  -6  -5 2 2 2
   1445  -7  -6  -4 2 2 2
   1446  -7  -6  -3 2 2 2
   1447  -7  -6  -2 2 2 2
   1448  -7  -6  -1 2 2 2
   1449  -7  -6   0 2 2 2
   1450  -7  -6   1 2 2 2
   1451  -7  -6   2 2 2 2
   1452  -7  -6   3 2 2 2
   1453  -7  -6   4 2 2 2
   1454  -7  -6   5 2 2 2
   1455  -7  -6   6 2 2 2
   1456  -7  -6   7 2 2 2
   1457  -7  -5  -8 2 2 2
   1458  -7  -5  -7 2 2 2
   1459  -7  -5  -6 2 2 2
   1460  -7  -5  -5 2 2 2
   1461  -7  -5  -4 2 2 2
   1462  -7  -5  -3 2 2 2
   1463  -7  -5  -2 2 2 2
   1464  -7  -5  -1 2 2 2
   1465  -7  -5   0 2 2 2
   1466  -7  -5   1 2 2 2
   1467  -7  -5   2 2 2 2
   1468  -7  -5   3 2 2 2
   1469  -7  -5   4 2 2 2
   1470  -7  -5   5 2 2 2
   1471  -7  -5   6 2 2 2
   1472  -7  -5   7 2 2 2
   1473  -7  -4  -8 2 2 2
   1474  -7  -4  -7 2 2 2
   1475  -7  -4  -6 2 2 2
   1476  -7  -4  -5 2 2 2
   1477  -7  -4  -4 2 2 2
   1478  -7  -4  -3 2 2 2
   1479  -7  -4  -2 2 2 2
   1480  -7  -4  -1 2 2 2
   1481  -7  -4   0 2 2 2
   1482  -7  -4   1 2 2 2
   1483  -7  -4   2 2 2 2
   1484  -7  -4   3 2 2 2
   1485  -7  -4   4 2 2 2
   1486  -7  -4   5 2 2 2
   1487  -7  -4   6 2 2 2
   1488  -7  -4   7 2 2 2
   1489  -7  -3  -8 2 2 2
   1490  -7  -3  -7 2 2 2
   1491  -7  -3  -6 2 2 2
   1492  -7  -3  -5 2 2 2
   1493  -7  -3  -4 2 2 2
   1494  -7  -3  -3 2 2 2
   1495  -7  -3  -2 2 2 2
   1496  -7  -3  -1 2 2 2
   1497  -7  -3   0 2 2 2
   1498  -7  -3   1 2 2 2
   1499  -7  -3   2 2 2 2
   1500  -7  -3   3 2 2 2
   1501  -7  -3   4 2 2 2
   1502  -7  -3   5 2 2 2
   1503  -7  -3   6 2 2 2
   1504  -7  -3   7 2 2 2
   1505  -7  -2  -8 2 2 2
   1506  -7  -2  -7 2 2 2
   1507  -7  -2  -6 2 2 2
   1508  -7  -2  -5 2 2 2
   1509  -7  -2  -4 2 2 2
   1510  -7  -2  -3 2 2 2
   1511  -7  -2  -2 2 2 2
   1512  -7  -2  -1 2 2 2
   1513  -7  -2   0 2 2 2
   1514  -7  -2   1 2 2 2
   1515  -7  -2   2 2 2 2
   1516  -7  -2   3 2 2 2
   1517  -7  -2   4 2 2 2
   1518  -7  -2   5 2 2 2
   1519  -7  -2   6 2 2 2
   1520  -7  -2   7 2 2 2
   1521  -7  -1  -8 2 2 2
   1522  -7  -1  -7 2 2 2
   1523  -7  -1  -6 2 2 2
   1524  -7  -1  -5 2 2 2
   1525  -7  -1  -4 2 2 2
   1526  -7  -1  -3 2 2 2
   1527  -7  -1  -2 2 2 2
   1528  -7  -1  -1 2 2 2
   1529  -7  -1   0 2 2 2
   1530  -7  -1   1 2 2 2
   1531  -7  -1   2 2 2 2
   1532  -7  -1   3 2 2 2
   1533  -7  -1   4 2 2 2
   1534  -7  -1   5 2 2 2
   1535  -7  -1   6 2 2 2
   1536  -7  -1   7 2 2 2
   1537  -7   0  -8 2 2 2
   1538  -7   0  -7 2 2 2
   1539  -7   0  -6 2 2 2
   1540  -7   0  -5 2 2 2
   1541  -7   0  -4 2 2 2
   1542  -7   0  -3 2 2 2
   1543  -7   0  -2 2 2 2
   1544  -7   0  -1 2 2 2
   1545  -7   0   0 2 2 2
   1546  -7   0   1 2 2 2
   1547  -7   0   2 2 2 2
   1548  -7   0   3 2 2 2
   1549  -7   0   4 2 2 2
   1550  -7   0   5 2 2 2
   1551  -7   0   6 2 2 2
   1552  -7   0   7 2 2 2
   1553  -7   1  -8 2 2 2
   1554  -7   1  -7 2 2 2
   1555  -7   1  -6 2 2 2
   1556  -7   1  -5 2 2 2
   1557  -7   1  -4 2 2 2
   1558  -7   1  -3 2 2 2
   1559  -7   1  -2 2 2 2
   1560  -7   1  -1 2 2 2
   1561  -7   1   0 2 2 2
   1562  -7   1   1 2 2 2
   1563  -7   1   2 2 2 2
   1564  -7   1   3 2 2 2
   1565  -7   1   4 2 2 2
   1566  -7   1   5 2 2 2
   1567  -7   1   6 2 2 2
   1568  -7   1   7 2 2 2
   1569  -7   2  -8 2 2 2
   1570  -7   2  -7 2 2 2
   1571  -7   2  -6 2 2 2
   1572  -7   2  -5 2 2 2
   1573  -7   2  -4 2 2 2
   1574  -7   2  -3 2 2 2
   1575  -7   2  -2 2 2 2
   1576  -7   2  -1 2 2 2
   1577  -7   2   0 2 2 2
   1578  -7   2   1 2 2 2
   1579  -7   2   2 2 2 2
   1580  -7   2   3 2 2 2
   1581  -7   2   4 2 2 2
   1582  -7   2   5 2 2 2
   1583  -7   2   6 2 2 2
   1584  -7   2   7 2 2 2
   1585  -7   3  -8 2 2 2
   1586  -7   3  -7 2 2 2
   1587  -7   3  -6 2 2 2
   1588  -7   3  -5 2 2 2
   1589  -7   3  -4 2 2 2
   1590  -7   3  -3 2 2 2
   1591  -7   3  -2 2 2 2
   1592  -7   3  -1 2 2 2
   1593  -7   3   0 2 2 2
   1594  -7   3   1 2 2 2
   1595  -7   3   2 2 2 2
   1596  -7   3   3 2 2 2
   1597  -7   3   4 2 2 2
   1598  -7   3   5 2 2 2
   1599  -7   3   6 2 2 2
   1600  -7   3   7 2 2 2
   1601  -7   4  -8 2 2 2
   1602  -7   4  -7 2 2 2
   1603  -7   4  -6 2 2 2
   1604  -7   4  -5 2 2 2
   1605  -7   4  -4 2 2 2
   1606  -7   4  -3 2 2 2
   1607  -7   4  -2 2 2 2
   1608  -7   4  -1 2 2 2
   1609  -7   4   0 2 2 2
   1610  -7   4   1 2 2 2
   1611  -7   4   2 2 2 2
   1612  -7   4   3 2 2 2
   1613  -7   4   4 2 2 2
   1614  -7   4   5 2 2 2
   1615  -7   4   6 2 2 2
   1616  -7   4   7 2 2 2
   1617  -7   5  -8 2 2 2
   1618  -7   5  -7 2 2 2
